order_id,transaction_id,product_name,category,sub_category,quantity_ordered,unit_price,total_sales,cost,order_date,purchase_address,address_city,sales_channel,customer_segment,region,payment_type,delivery_time_days,sales_rep,data_quality_flag
549,T549,27in 4K Gaming Monitor,Electronics,Monitors,4,256.0,1024.0,639.54,2023-05-25 17:36:00,"414 Street, São Paulo",São Paulo,In-Store,Consumer,Asia,Card,4.0,Rep_D,
550,T550,Logitech Mouse,Electronics,Accessories,4,68.0,272.0,160.75,2023-04-27 03:58:00,"325 Street, Nairobi",Nairobi,Online,Corporate,Asia,Card,,Rep_C,
551,T551,Logitech Mouse,Electronics,Accessories,1,280.0,280.0,191.56,2023-12-24 18:20:00,"604 Street, Nairobi",Nairobi,Wholesale,Consumer,Asia,Card,5.0,Rep_C,
553,T553,Dell XPS 13,Electronics,Laptops,1,495.0,495.0,353.54,2023-04-18 09:30:00,"897 Street, Cairo",Cairo,In-Store,Consumer,Africa,Transfer,5.0,Rep_C,
554,T554,Samsung Galaxy S21,Electronics,Phones,4,965.0,3860.0,3304.84,2023-01-05 23:20:00,"710 Street, Nairobi",Nairobi,Online,Small Business,Asia,Card,3.0,Rep_D,
555,T555,MacBook Air,Electronics,Laptops,1,286.0,286.0,209.19,2023-08-21 07:02:00,"237 Street, Nairobi",Nairobi,Online,Consumer,South America,Transfer,7.0,Rep_A,
556,T556,MacBook Air,Electronics,Laptops,4,158.0,632.0,435.38,2023-07-17 18:52:00,"599 Street, Bangkok",Bangkok,Wholesale,Small Business,Africa,Cash,2.0,Rep_B,
557,T557,iPhone 13,Electronics,Phones,2,91.0,182.0,148.38,2023-10-10 14:01:00,"612 Street, Mumbai",Mumbai,Online,Consumer,South America,Card,5.0,Rep_A,
558,T558,iPhone 13,Electronics,Phones,5,807.0,4035.0,2878.28,2023-02-05 07:44:00,"921 Street, Mumbai",Mumbai,In-Store,Corporate,Europe,Cash,4.0,Rep_D,
559,T559,iPhone 13,Electronics,Phones,1,245.0,245.0,190.61,2023-05-26 09:56:00,"210 Street, Jakarta",Jakarta,Online,Consumer,Asia,Card,8.0,Rep_B,
560,T560,MacBook Air,Electronics,Laptops,1,690.0,690.0,464.18,2023-09-28 23:59:00,"726 Street, Jakarta",Jakarta,Online,Small Business,Asia,Cash,4.0,Rep_B,
561,T561,Dell XPS 13,Electronics,Laptops,1,158.0,158.0,95.49,2023-11-11 06:59:00,"880 Street, Mumbai",Mumbai,Wholesale,Consumer,Africa,Card,2.0,Rep_C,
562,T562,Dell XPS 13,Electronics,Laptops,1,1038.0,1038.0,705.89,2023-09-11 01:06:00,"508 Street, Cairo",Cairo,In-Store,Small Business,South America,Cash,9.0,Rep_D,
563,T563,Samsung Galaxy S21,Electronics,Phones,3,596.0,1788.0,1261.58,2023-06-07 03:38:00,"409 Street, Bangkok",Bangkok,Wholesale,Corporate,Europe,Cash,2.0,Rep_B,
564,T564,Dell XPS 13,Electronics,Laptops,4,942.0,3768.0,1958.3,2023-03-29 00:06:00,"140 Street, Lagos",Lagos,In-Store,Small Business,Europe,Cash,2.0,Rep_D,
565,T565,Samsung Galaxy S21,Electronics,Phones,4,957.0,3828.0,3107.36,2023-04-18 16:03:00,"809 Street, Cairo",Cairo,Wholesale,Consumer,Asia,Cash,7.0,Rep_C,
566,T566,MacBook Air,Electronics,Laptops,2,759.0,1518.0,1358.0,2023-06-28 01:43:00,"326 Street, Bangkok",Bangkok,Online,Corporate,Asia,Transfer,2.0,Rep_D,
567,T567,27in 4K Gaming Monitor,Electronics,Monitors,3,263.0,789.0,432.06,2023-11-28 15:16:00,"376 Street, São Paulo",São Paulo,In-Store,Corporate,Asia,Transfer,7.0,Rep_B,
568,T568,MacBook Air,Electronics,Laptops,4,1719.0,6876.0,5424.92,2023-08-07 12:18:00,"486 Street, Mumbai",Mumbai,Wholesale,Consumer,Europe,Transfer,3.0,Rep_C,
569,T569,Logitech Mouse,Electronics,Accessories,1,918.0,918.0,575.37,2023-02-25 11:24:00,"324 Street, Nairobi",Nairobi,Wholesale,Consumer,Europe,Cash,6.0,Rep_C,
570,T570,27in 4K Gaming Monitor,Electronics,Monitors,1,404.0,404.0,362.46,2023-03-18 19:01:00,"171 Street, Jakarta",Jakarta,Wholesale,Consumer,Europe,Card,6.0,Rep_D,
571,T571,27in 4K Gaming Monitor,Electronics,Monitors,3,276.0,828.0,739.87,2023-03-10 19:38:00,"809 Street, São Paulo",São Paulo,In-Store,Small Business,Asia,Transfer,8.0,Rep_A,
572,T572,Logitech Mouse,Electronics,Accessories,1,89.0,89.0,64.77,2023-02-04 02:55:00,"523 Street, Nairobi",Nairobi,Wholesale,Corporate,South America,Cash,5.0,Rep_B,
573,T573,Dell XPS 13,Electronics,Laptops,2,1189.0,2378.0,1237.67,2023-03-16 12:06:00,"70 Street, Cairo",Cairo,Online,Small Business,Europe,Cash,4.0,Rep_D,
574,T574,27in 4K Gaming Monitor,Electronics,Monitors,2,513.0,1026.0,567.7,2023-05-25 12:10:00,"919 Street, Nairobi",Nairobi,In-Store,Small Business,Asia,Transfer,6.0,Rep_D,
575,T575,iPhone 13,Electronics,Phones,4,1674.0,6696.0,3451.81,2023-03-13 04:48:00,"790 Street, Cairo",Cairo,Online,Corporate,Africa,Cash,5.0,Rep_A,
576,T576,Samsung Galaxy S21,Electronics,Phones,5,1878.0,9390.0,5794.21,2023-05-18 14:41:00,"300 Street, Lagos",Lagos,Wholesale,Corporate,South America,Cash,1.0,Rep_A,
577,T577,AirPods Pro,Electronics,Accessories,3,1683.0,5049.0,3591.23,2023-06-18 15:58:00,"92 Street, Lagos",Lagos,In-Store,Small Business,South America,Card,4.0,Rep_A,
578,T578,AirPods Pro,Electronics,Accessories,3,1935.0,5805.0,3017.0,2023-05-08 06:41:00,"187 Street, Cairo",Cairo,Online,Corporate,Africa,Transfer,7.0,Rep_D,
579,T579,AirPods Pro,Electronics,Accessories,5,1984.0,9920.0,6971.77,2023-05-27 08:28:00,"179 Street, Cairo",Cairo,Online,Corporate,Europe,Transfer,3.0,Rep_C,
580,T580,Samsung Galaxy S21,Electronics,Phones,5,421.0,2105.0,1892.98,2023-07-22 00:20:00,"102 Street, Lagos",Lagos,Wholesale,Small Business,South America,Transfer,4.0,Rep_A,
581,T581,Dell XPS 13,Electronics,Laptops,2,172.0,344.0,189.66,2023-06-08 06:00:00,"486 Street, São Paulo",São Paulo,Online,Consumer,Asia,Cash,3.0,Rep_C,
582,T582,27in 4K Gaming Monitor,Electronics,Monitors,4,1582.0,6328.0,3303.47,2023-09-15 01:59:00,"415 Street, Jakarta",Jakarta,Wholesale,Corporate,Africa,Cash,4.0,Rep_B,
583,T583,iPhone 13,Electronics,Phones,1,1568.0,1568.0,1009.83,2023-08-06 20:44:00,"255 Street, Nairobi",Nairobi,In-Store,Corporate,Africa,Card,8.0,Rep_B,
585,T585,iPhone 13,Electronics,Phones,2,1771.0,3542.0,1965.42,2023-08-05 10:07:00,"629 Street, São Paulo",São Paulo,Wholesale,Consumer,South America,Cash,6.0,Rep_D,
586,T586,Logitech Mouse,Electronics,Accessories,3,1063.0,3189.0,2564.0,2023-10-03 07:57:00,"498 Street, Nairobi",Nairobi,Wholesale,Consumer,Asia,Card,9.0,Rep_C,
587,T587,Dell XPS 13,Electronics,Laptops,2,1467.0,2934.0,1685.98,2023-03-25 12:53:00,"839 Street, Jakarta",Jakarta,In-Store,Small Business,Europe,Cash,8.0,Rep_C,
588,T588,iPhone 13,Electronics,Phones,4,481.0,1924.0,1592.68,2023-08-13 08:56:00,"216 Street, Lagos",Lagos,Online,Small Business,Europe,Cash,3.0,Rep_C,
589,T589,Dell XPS 13,Electronics,Laptops,4,1293.0,5172.0,4007.14,2023-02-11 06:41:00,"283 Street, São Paulo",São Paulo,Wholesale,Consumer,Europe,Transfer,2.0,Rep_D,
590,T590,AirPods Pro,Electronics,Accessories,5,972.0,4860.0,3651.51,2023-06-02 21:02:00,"314 Street, Lagos",Lagos,In-Store,Corporate,South America,Card,2.0,Rep_B,
591,T591,Logitech Mouse,Electronics,Accessories,2,1672.0,3344.0,2571.98,2023-04-13 23:47:00,"961 Street, Lagos",Lagos,Wholesale,Consumer,Europe,Cash,1.0,Rep_B,
592,T592,MacBook Air,Electronics,Laptops,5,1551.0,7755.0,6324.75,2023-11-07 10:23:00,"492 Street, Bangkok",Bangkok,Online,Consumer,Africa,Card,,Rep_B,
593,T593,AirPods Pro,Electronics,Accessories,2,1620.0,3240.0,1908.08,2023-01-16 16:50:00,"912 Street, Bangkok",Bangkok,Wholesale,Consumer,Asia,Card,2.0,Rep_A,
594,T594,Dell XPS 13,Electronics,Laptops,2,164.0,328.0,285.76,2023-03-16 17:33:00,"178 Street, Bangkok",Bangkok,Wholesale,Consumer,Europe,Card,7.0,Rep_B,
595,T595,iPhone 13,Electronics,Phones,1,1611.0,1611.0,1415.94,2023-01-02 08:06:00,"276 Street, Bangkok",Bangkok,Wholesale,Corporate,South America,Card,4.0,Rep_C,
596,T596,27in 4K Gaming Monitor,Electronics,Monitors,5,1074.0,5370.0,2837.59,2023-10-13 21:35:00,"729 Street, Mumbai",Mumbai,In-Store,Small Business,Asia,Transfer,3.0,Rep_D,
597,T597,Dell XPS 13,Electronics,Laptops,3,1607.0,4821.0,3825.26,2023-12-23 20:35:00,"292 Street, Nairobi",Nairobi,Online,Small Business,Asia,Transfer,2.0,Rep_A,
598,T598,Dell XPS 13,Electronics,Laptops,1,963.0,963.0,742.33,2023-10-27 06:46:00,"822 Street, São Paulo",São Paulo,In-Store,Small Business,Africa,Cash,1.0,Rep_B,
599,T599,AirPods Pro,Electronics,Accessories,3,1146.0,3438.0,2188.97,2023-01-02 19:47:00,"59 Street, Lagos",Lagos,Wholesale,Consumer,Asia,Cash,7.0,Rep_C,
600,T600,AirPods Pro,Electronics,Accessories,3,1587.0,4761.0,3867.26,2023-08-17 17:15:00,"541 Street, São Paulo",São Paulo,In-Store,Corporate,Asia,Cash,7.0,Rep_C,
601,T601,27in 4K Gaming Monitor,Electronics,Monitors,5,1410.0,7050.0,4791.95,2023-06-20 16:04:00,"649 Street, Jakarta",Jakarta,Wholesale,Corporate,Africa,Cash,4.0,Rep_A,
602,T602,AirPods Pro,Electronics,Accessories,1,1647.0,1647.0,1240.64,2023-05-23 05:55:00,"335 Street, Jakarta",Jakarta,Online,Consumer,Europe,Cash,2.0,Rep_B,
603,T603,Samsung Galaxy S21,Electronics,Phones,1,1245.0,1245.0,1088.34,2023-04-24 09:37:00,"722 Street, São Paulo",São Paulo,In-Store,Consumer,South America,Card,4.0,Rep_A,
604,T604,27in 4K Gaming Monitor,Electronics,Monitors,1,1386.0,1386.0,840.01,2023-12-19 19:36:00,"98 Street, Lagos",Lagos,Online,Consumer,Asia,Card,6.0,Rep_D,
605,T605,MacBook Air,Electronics,Laptops,5,698.0,3490.0,2770.15,2023-03-08 17:11:00,"474 Street, Bangkok",Bangkok,In-Store,Consumer,Asia,Card,9.0,Rep_B,
606,T606,iPhone 13,Electronics,Phones,3,479.0,1437.0,1126.01,2023-08-19 11:34:00,"393 Street, São Paulo",São Paulo,In-Store,Small Business,Europe,Cash,,Rep_C,
607,T607,MacBook Air,Electronics,Laptops,4,625.0,2500.0,2036.51,2023-12-18 17:12:00,"58 Street, Nairobi",Nairobi,In-Store,Consumer,Asia,Transfer,,Rep_A,
608,T608,27in 4K Gaming Monitor,Electronics,Monitors,3,1456.0,4368.0,3297.49,2023-03-12 05:53:00,"397 Street, Lagos",Lagos,In-Store,Consumer,Europe,Cash,,Rep_D,
609,T609,Logitech Mouse,Electronics,Accessories,5,1271.0,6355.0,4691.04,2023-10-25 11:48:00,"523 Street, Cairo",Cairo,Online,Consumer,Europe,Card,2.0,Rep_B,
610,T610,MacBook Air,Electronics,Laptops,4,1631.0,6524.0,3985.24,2023-04-24 10:59:00,"610 Street, Bangkok",Bangkok,Wholesale,Small Business,Europe,Cash,9.0,Rep_A,
611,T611,MacBook Air,Electronics,Laptops,1,1348.0,1348.0,1085.07,2023-11-24 18:22:00,"992 Street, São Paulo",São Paulo,In-Store,Consumer,Asia,Cash,3.0,Rep_C,
612,T612,AirPods Pro,Electronics,Accessories,2,462.0,924.0,727.4,2023-08-17 18:32:00,"791 Street, Jakarta",Jakarta,Wholesale,Small Business,Asia,Transfer,8.0,Rep_A,
613,T613,Dell XPS 13,Electronics,Laptops,4,1958.0,7832.0,5218.08,2023-01-22 14:12:00,"619 Street, Nairobi",Nairobi,In-Store,Consumer,Africa,Cash,2.0,Rep_B,
614,T614,MacBook Air,Electronics,Laptops,2,1217.0,2434.0,1710.99,2023-06-25 00:48:00,"369 Street, Mumbai",Mumbai,Online,Corporate,Asia,Transfer,2.0,Rep_B,
615,T615,MacBook Air,Electronics,Laptops,2,1996.0,3992.0,2984.02,2023-09-30 22:28:00,"974 Street, Bangkok",Bangkok,Wholesale,Corporate,Africa,Card,6.0,Rep_B,
616,T616,27in 4K Gaming Monitor,Electronics,Monitors,4,1172.0,4688.0,4029.18,2023-04-14 17:24:00,"233 Street, Mumbai",Mumbai,Online,Consumer,South America,Cash,7.0,Rep_C,
617,T617,Logitech Mouse,Electronics,Accessories,4,947.0,3788.0,3308.56,2023-07-05 01:34:00,"632 Street, São Paulo",São Paulo,In-Store,Consumer,Africa,Cash,7.0,Rep_C,
618,T618,iPhone 13,Electronics,Phones,1,1476.0,1476.0,1308.23,2023-05-13 02:10:00,"452 Street, Bangkok",Bangkok,In-Store,Corporate,Asia,Cash,2.0,Rep_B,
620,T620,27in 4K Gaming Monitor,Electronics,Monitors,4,400.0,1600.0,812.58,2023-11-26 16:31:00,"770 Street, Jakarta",Jakarta,In-Store,Consumer,Europe,Cash,2.0,Rep_A,
621,T621,Samsung Galaxy S21,Electronics,Phones,3,1305.0,3915.0,2207.54,2023-11-30 15:00:00,"502 Street, São Paulo",São Paulo,Wholesale,Consumer,Asia,Card,9.0,Rep_B,
622,T622,Logitech Mouse,Electronics,Accessories,5,810.0,4050.0,3392.58,2023-07-17 22:43:00,"429 Street, Nairobi",Nairobi,Wholesale,Corporate,South America,Transfer,8.0,Rep_D,
623,T623,iPhone 13,Electronics,Phones,3,125.0,375.0,220.07,2023-10-29 21:22:00,"393 Street, Mumbai",Mumbai,Wholesale,Corporate,South America,Card,5.0,Rep_A,
624,T624,Samsung Galaxy S21,Electronics,Phones,1,1011.0,1011.0,738.35,2023-04-04 13:36:00,"956 Street, São Paulo",São Paulo,Wholesale,Small Business,Europe,Card,,Rep_D,
626,T626,Logitech Mouse,Electronics,Accessories,4,1610.0,6440.0,5191.02,2023-06-18 02:32:00,"773 Street, Lagos",Lagos,In-Store,Corporate,South America,Cash,9.0,Rep_C,
627,T627,iPhone 13,Electronics,Phones,3,381.0,1143.0,838.93,2023-12-25 12:56:00,"387 Street, Jakarta",Jakarta,Online,Small Business,Africa,Transfer,4.0,Rep_A,
628,T628,27in 4K Gaming Monitor,Electronics,Monitors,1,249.0,249.0,191.16,2023-01-16 17:51:00,"877 Street, Lagos",Lagos,In-Store,Corporate,Africa,Cash,,Rep_B,
629,T629,27in 4K Gaming Monitor,Electronics,Monitors,4,698.0,2792.0,1413.78,2023-06-27 12:59:00,"527 Street, Lagos",Lagos,Wholesale,Corporate,South America,Cash,5.0,Rep_A,
630,T630,27in 4K Gaming Monitor,Electronics,Monitors,1,1403.0,1403.0,772.66,2023-09-20 03:25:00,"311 Street, Cairo",Cairo,In-Store,Small Business,South America,Cash,2.0,Rep_B,
631,T631,Dell XPS 13,Electronics,Laptops,5,831.0,4155.0,2208.68,2023-10-04 16:22:00,"977 Street, São Paulo",São Paulo,Online,Corporate,Africa,Transfer,4.0,Rep_A,
632,T632,iPhone 13,Electronics,Phones,5,1432.0,7160.0,5886.86,2023-08-26 00:38:00,"73 Street, Cairo",Cairo,Wholesale,Consumer,South America,Cash,6.0,Rep_B,
633,T633,iPhone 13,Electronics,Phones,3,375.0,1125.0,781.42,2023-03-25 03:09:00,"853 Street, Mumbai",Mumbai,In-Store,Corporate,Asia,Card,1.0,Rep_C,
634,T634,MacBook Air,Electronics,Laptops,3,1067.0,3201.0,1705.51,2023-10-18 16:20:00,"228 Street, São Paulo",São Paulo,In-Store,Corporate,Asia,Card,9.0,Rep_B,
635,T635,27in 4K Gaming Monitor,Electronics,Monitors,3,453.0,1359.0,721.15,2023-11-13 05:02:00,"103 Street, Mumbai",Mumbai,In-Store,Corporate,Asia,Card,1.0,Rep_B,
636,T636,Samsung Galaxy S21,Electronics,Phones,5,275.0,1375.0,941.94,2023-05-01 13:57:00,"814 Street, Cairo",Cairo,Online,Corporate,Africa,Transfer,8.0,Rep_B,
637,T637,Logitech Mouse,Electronics,Accessories,5,667.0,3335.0,2360.12,2023-09-13 15:23:00,"502 Street, São Paulo",São Paulo,Wholesale,Corporate,South America,Transfer,4.0,Rep_C,
638,T638,AirPods Pro,Electronics,Accessories,2,1110.0,2220.0,1695.1,2023-11-16 07:19:00,"86 Street, Jakarta",Jakarta,Online,Small Business,Asia,Card,,Rep_C,
639,T639,Samsung Galaxy S21,Electronics,Phones,3,1308.0,3924.0,3221.25,2023-04-10 22:18:00,"415 Street, Bangkok",Bangkok,Online,Small Business,Africa,Transfer,5.0,Rep_A,
640,T640,Dell XPS 13,Electronics,Laptops,2,1692.0,3384.0,1716.4,2023-09-28 19:03:00,"166 Street, Jakarta",Jakarta,In-Store,Consumer,South America,Transfer,3.0,Rep_A,
641,T641,Logitech Mouse,Electronics,Accessories,2,172.0,344.0,188.24,2023-10-01 22:49:00,"714 Street, Nairobi",Nairobi,Online,Corporate,Africa,Card,3.0,Rep_C,
642,T642,AirPods Pro,Electronics,Accessories,4,1533.0,6132.0,4843.76,2023-03-16 06:24:00,"171 Street, São Paulo",São Paulo,In-Store,Consumer,Africa,Card,6.0,Rep_A,
643,T643,iPhone 13,Electronics,Phones,4,1553.0,6212.0,4031.11,2023-09-17 13:07:00,"371 Street, Lagos",Lagos,Wholesale,Corporate,Europe,Cash,5.0,Rep_A,
644,T644,Logitech Mouse,Electronics,Accessories,1,1017.0,1017.0,530.67,2023-02-12 01:05:00,"67 Street, Lagos",Lagos,Wholesale,Corporate,Africa,Transfer,2.0,Rep_D,
645,T645,MacBook Air,Electronics,Laptops,5,1922.0,9610.0,5228.39,2023-05-22 11:29:00,"326 Street, Cairo",Cairo,In-Store,Corporate,Africa,Cash,6.0,Rep_A,
646,T646,iPhone 13,Electronics,Phones,5,1961.0,9805.0,7972.43,2023-02-16 14:10:00,"24 Street, Mumbai",Mumbai,In-Store,Corporate,Africa,Transfer,9.0,Rep_B,
647,T647,iPhone 13,Electronics,Phones,4,760.0,3040.0,2638.77,2023-08-22 02:51:00,"796 Street, Lagos",Lagos,Online,Consumer,South America,Cash,2.0,Rep_A,
648,T648,Dell XPS 13,Electronics,Laptops,2,167.0,334.0,220.57,2023-04-10 04:32:00,"286 Street, Cairo",Cairo,Wholesale,Small Business,Europe,Card,9.0,Rep_B,
649,T649,MacBook Air,Electronics,Laptops,4,1263.0,5052.0,2621.43,2023-02-22 17:37:00,"978 Street, Jakarta",Jakarta,Online,Corporate,Africa,Transfer,9.0,Rep_A,
650,T650,MacBook Air,Electronics,Laptops,4,1270.0,5080.0,2894.58,2023-09-07 19:18:00,"907 Street, Nairobi",Nairobi,Online,Corporate,Africa,Cash,7.0,Rep_B,
651,T651,27in 4K Gaming Monitor,Electronics,Monitors,5,504.0,2520.0,1808.48,2023-02-27 08:47:00,"41 Street, Nairobi",Nairobi,Online,Small Business,South America,Cash,9.0,Rep_B,
652,T652,AirPods Pro,Electronics,Accessories,4,842.0,3368.0,1918.38,2023-12-02 07:09:00,"147 Street, Cairo",Cairo,Online,Consumer,Europe,Card,5.0,Rep_B,
653,T653,27in 4K Gaming Monitor,Electronics,Monitors,1,801.0,801.0,673.33,2023-09-16 04:40:00,"432 Street, Nairobi",Nairobi,Online,Corporate,Africa,Card,6.0,Rep_D,
654,T654,Dell XPS 13,Electronics,Laptops,3,1294.0,3882.0,2982.72,2023-09-15 00:09:00,"183 Street, Mumbai",Mumbai,Wholesale,Small Business,South America,Cash,6.0,Rep_A,
655,T655,Logitech Mouse,Electronics,Accessories,4,1200.0,4800.0,3480.3,2023-06-04 00:42:00,"510 Street, Nairobi",Nairobi,Online,Corporate,Africa,Cash,5.0,Rep_C,
656,T656,Dell XPS 13,Electronics,Laptops,1,347.0,347.0,193.32,2023-08-30 06:14:00,"596 Street, Jakarta",Jakarta,In-Store,Corporate,Africa,Transfer,3.0,Rep_B,
658,T658,AirPods Pro,Electronics,Accessories,2,1937.0,3874.0,3252.0,2023-06-10 14:45:00,"976 Street, Mumbai",Mumbai,In-Store,Corporate,South America,Transfer,1.0,Rep_A,
659,T659,AirPods Pro,Electronics,Accessories,5,1278.0,6390.0,4850.57,2023-09-23 05:55:00,"653 Street, São Paulo",São Paulo,Online,Consumer,Africa,Card,9.0,Rep_B,
660,T660,Logitech Mouse,Electronics,Accessories,2,1018.0,2036.0,1350.84,2023-01-12 09:24:00,"217 Street, Bangkok",Bangkok,In-Store,Small Business,South America,Cash,6.0,Rep_A,
661,T661,Dell XPS 13,Electronics,Laptops,5,267.0,1335.0,734.63,2023-02-25 21:03:00,"780 Street, Bangkok",Bangkok,Online,Corporate,Asia,Cash,4.0,Rep_A,
662,T662,MacBook Air,Electronics,Laptops,3,904.0,2712.0,1435.28,2023-01-22 10:55:00,"93 Street, Jakarta",Jakarta,Wholesale,Corporate,Africa,Cash,7.0,Rep_D,
663,T663,iPhone 13,Electronics,Phones,3,616.0,1848.0,1254.26,2023-03-31 07:08:00,"333 Street, Cairo",Cairo,Online,Corporate,South America,Transfer,4.0,Rep_C,
664,T664,iPhone 13,Electronics,Phones,4,706.0,2824.0,2123.0,2023-04-24 14:30:00,"545 Street, Bangkok",Bangkok,Online,Small Business,Africa,Card,5.0,Rep_C,
666,T666,iPhone 13,Electronics,Phones,3,111.0,333.0,203.76,2023-03-27 07:16:00,"289 Street, Mumbai",Mumbai,Wholesale,Corporate,South America,Transfer,8.0,Rep_D,
667,T667,AirPods Pro,Electronics,Accessories,2,1454.0,2908.0,2480.46,2023-04-24 19:15:00,"531 Street, Bangkok",Bangkok,In-Store,Small Business,Africa,Cash,8.0,Rep_D,
668,T668,AirPods Pro,Electronics,Accessories,5,910.0,4550.0,2361.96,2023-10-27 11:54:00,"585 Street, Cairo",Cairo,Wholesale,Corporate,Europe,Card,9.0,Rep_D,
669,T669,MacBook Air,Electronics,Laptops,2,285.0,570.0,298.28,2023-08-18 23:53:00,"965 Street, Mumbai",Mumbai,Wholesale,Small Business,South America,Transfer,8.0,Rep_D,
670,T670,27in 4K Gaming Monitor,Electronics,Monitors,2,805.0,1610.0,1411.18,2023-07-03 11:52:00,"916 Street, Nairobi",Nairobi,Online,Consumer,Asia,Cash,9.0,Rep_A,
671,T671,iPhone 13,Electronics,Phones,5,1025.0,5125.0,4025.49,2023-01-08 19:50:00,"293 Street, São Paulo",São Paulo,In-Store,Corporate,Africa,Card,6.0,Rep_A,
672,T672,Dell XPS 13,Electronics,Laptops,3,1127.0,3381.0,1757.57,2023-04-23 21:22:00,"647 Street, São Paulo",São Paulo,In-Store,Consumer,Asia,Card,,Rep_D,
673,T673,Logitech Mouse,Electronics,Accessories,3,1285.0,3855.0,2336.48,2023-12-30 16:58:00,"852 Street, Bangkok",Bangkok,Wholesale,Corporate,Europe,Transfer,1.0,Rep_B,
674,T674,iPhone 13,Electronics,Phones,2,316.0,632.0,560.95,2023-07-09 14:33:00,"657 Street, Cairo",Cairo,In-Store,Corporate,South America,Transfer,6.0,Rep_B,
675,T675,iPhone 13,Electronics,Phones,3,372.0,1116.0,835.92,2023-03-24 14:05:00,"240 Street, Nairobi",Nairobi,In-Store,Consumer,Europe,Cash,7.0,Rep_A,
676,T676,iPhone 13,Electronics,Phones,1,445.0,445.0,348.17,2023-11-07 00:48:00,"293 Street, Nairobi",Nairobi,Wholesale,Corporate,Asia,Cash,7.0,Rep_D,
677,T677,Dell XPS 13,Electronics,Laptops,2,1282.0,2564.0,1905.24,2023-10-07 10:08:00,"447 Street, São Paulo",São Paulo,Wholesale,Small Business,Asia,Transfer,9.0,Rep_D,
678,T678,27in 4K Gaming Monitor,Electronics,Monitors,3,278.0,834.0,678.16,2023-10-17 06:10:00,"128 Street, Cairo",Cairo,Online,Corporate,South America,Card,2.0,Rep_B,
679,T679,MacBook Air,Electronics,Laptops,1,124.0,124.0,93.11,2023-01-29 01:15:00,"805 Street, Lagos",Lagos,Online,Corporate,Africa,Cash,3.0,Rep_B,
680,T680,iPhone 13,Electronics,Phones,5,278.0,1390.0,1196.31,2023-03-02 06:56:00,"326 Street, Jakarta",Jakarta,Online,Small Business,South America,Transfer,7.0,Rep_D,
681,T681,Samsung Galaxy S21,Electronics,Phones,4,1771.0,7084.0,5125.85,2023-03-02 06:08:00,"127 Street, Bangkok",Bangkok,Wholesale,Consumer,South America,Cash,6.0,Rep_C,
682,T682,iPhone 13,Electronics,Phones,4,188.0,752.0,532.97,2023-12-06 00:51:00,"718 Street, Mumbai",Mumbai,In-Store,Consumer,Africa,Card,1.0,Rep_D,
683,T683,iPhone 13,Electronics,Phones,5,981.0,4905.0,2923.68,2023-03-27 01:54:00,"772 Street, Mumbai",Mumbai,Wholesale,Small Business,South America,Transfer,4.0,Rep_A,
684,T684,Dell XPS 13,Electronics,Laptops,5,650.0,3250.0,2339.69,2023-06-10 13:55:00,"149 Street, Nairobi",Nairobi,Online,Corporate,Asia,Card,8.0,Rep_A,
685,T685,Dell XPS 13,Electronics,Laptops,4,569.0,2276.0,1940.71,2023-12-19 01:14:00,"202 Street, Bangkok",Bangkok,Online,Corporate,Africa,Card,1.0,Rep_B,
686,T686,27in 4K Gaming Monitor,Electronics,Monitors,1,1974.0,1974.0,1611.19,2023-11-30 23:02:00,"319 Street, Lagos",Lagos,Online,Corporate,Africa,Transfer,3.0,Rep_B,
687,T687,Samsung Galaxy S21,Electronics,Phones,4,1229.0,4916.0,4231.51,2023-10-23 16:20:00,"852 Street, Lagos",Lagos,Online,Corporate,Asia,Cash,9.0,Rep_B,
688,T688,Samsung Galaxy S21,Electronics,Phones,2,1403.0,2806.0,2005.57,2023-08-04 11:42:00,"155 Street, Nairobi",Nairobi,Online,Small Business,South America,Card,5.0,Rep_A,
689,T689,Logitech Mouse,Electronics,Accessories,2,1095.0,2190.0,1611.99,2023-03-20 07:50:00,"870 Street, Jakarta",Jakarta,In-Store,Consumer,Europe,Transfer,6.0,Rep_C,
690,T690,iPhone 13,Electronics,Phones,1,1389.0,1389.0,853.31,2023-09-24 11:41:00,"455 Street, São Paulo",São Paulo,Online,Consumer,Asia,Card,4.0,Rep_B,
691,T691,Dell XPS 13,Electronics,Laptops,5,1219.0,6095.0,3216.46,2023-07-20 22:40:00,"386 Street, Jakarta",Jakarta,In-Store,Consumer,Africa,Card,3.0,Rep_A,
692,T692,27in 4K Gaming Monitor,Electronics,Monitors,3,1129.0,3387.0,2249.78,2023-04-26 09:37:00,"562 Street, Lagos",Lagos,Wholesale,Corporate,Europe,Transfer,2.0,Rep_A,
693,T693,Samsung Galaxy S21,Electronics,Phones,1,649.0,649.0,476.51,2023-02-12 06:37:00,"133 Street, Nairobi",Nairobi,In-Store,Small Business,South America,Transfer,2.0,Rep_D,
694,T694,Samsung Galaxy S21,Electronics,Phones,3,1971.0,5913.0,4839.12,2023-05-29 23:03:00,"790 Street, Cairo",Cairo,In-Store,Consumer,Africa,Cash,1.0,Rep_B,
695,T695,Samsung Galaxy S21,Electronics,Phones,1,1865.0,1865.0,1116.28,2023-01-24 22:12:00,"717 Street, Bangkok",Bangkok,Wholesale,Small Business,Asia,Card,2.0,Rep_A,
